country,is_urban,age,female,married,religion,relationship_to_hh_head,education_level,literate,can_add,can_divide,employed_last_year,employment_category_last_year,employment_type_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,has_insurance,has_investment,bank_interest_rate,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,can_call_viaphone,can_text_viaphone,can_use_internet_viaphone,active_bank_user,poverty_probability
A,FALSE,23,FALSE,FALSE,Q,Son/Daughter,3,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.732
A,FALSE,39,TRUE,TRUE,Q,Spouse,2,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,TRUE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.633
G,TRUE,22,FALSE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,TRUE,FALSE,TRUE,0,0,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.437
C,FALSE,34,FALSE,TRUE,P,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.394
F,TRUE,23,FALSE,FALSE,Q,Son/Daughter,2,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.63
J,FALSE,36,TRUE,TRUE,X,Head,1,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.6
A,FALSE,56,FALSE,TRUE,Q,Head,1,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.949
I,TRUE,25,FALSE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.26
G,FALSE,36,TRUE,TRUE,X,Spouse,3,FALSE,TRUE,TRUE,TRUE,employed,salaried,TRUE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.355
D,FALSE,45,TRUE,TRUE,X,Spouse,1,TRUE,TRUE,FALSE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.95
J,TRUE,20,FALSE,TRUE,X,Spouse,1,FALSE,TRUE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.453
D,FALSE,36,FALSE,FALSE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.456
F,FALSE,22,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
A,TRUE,23,FALSE,FALSE,Q,Sister/Brother,3,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.633
I,FALSE,52,FALSE,TRUE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.482
G,FALSE,41,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.122
J,FALSE,60,FALSE,TRUE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,3,2,TRUE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.826
G,TRUE,50,TRUE,FALSE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,TRUE,FALSE,FALSE,0,0,TRUE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.506
I,FALSE,16,TRUE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.548
A,FALSE,65,FALSE,TRUE,Q,Head,3,TRUE,TRUE,TRUE,FALSE,retired_or_disabled,not_working,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.604
D,TRUE,24,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,TRUE,FALSE,unemployed,not_working,TRUE,FALSE,FALSE,0,1,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.796
C,FALSE,44,TRUE,TRUE,P,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.515
A,TRUE,31,TRUE,TRUE,Q,Spouse,1,FALSE,TRUE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.915
D,TRUE,30,FALSE,TRUE,X,Head,2,TRUE,FALSE,FALSE,TRUE,employed,salaried,FALSE,TRUE,FALSE,1,2,TRUE,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.081
G,FALSE,37,FALSE,TRUE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.756
I,TRUE,47,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.584
J,FALSE,59,FALSE,TRUE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,TRUE,1,2,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.715
F,FALSE,64,TRUE,FALSE,X,Head,0,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.755
G,FALSE,16,TRUE,FALSE,X,Other,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.814
G,FALSE,18,FALSE,FALSE,X,Son/Daughter,2,TRUE,TRUE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.489
J,TRUE,19,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.105
A,FALSE,53,FALSE,TRUE,Q,Head,0,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.879
C,TRUE,25,TRUE,FALSE,Q,Son/Daughter,0,FALSE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.939
J,FALSE,35,FALSE,TRUE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,TRUE,TRUE,FALSE,1,2,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.453
I,FALSE,27,TRUE,TRUE,Q,Spouse,0,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.987
I,FALSE,35,FALSE,TRUE,Q,Son/Daughter,3,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,TRUE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.548
J,FALSE,48,TRUE,FALSE,Q,Head,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,3,2,FALSE,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.453
F,FALSE,59,TRUE,FALSE,X,Spouse,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.321
C,TRUE,34,TRUE,TRUE,P,Spouse,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.957
F,FALSE,42,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.449
I,TRUE,15,TRUE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.26
I,TRUE,47,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.117
G,FALSE,69,TRUE,TRUE,X,Spouse,0,FALSE,TRUE,TRUE,FALSE,retired_or_disabled,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.852
J,FALSE,52,TRUE,FALSE,X,Head,0,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.826
F,TRUE,30,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,TRUE,FALSE,0,0,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.321
A,FALSE,31,TRUE,TRUE,Q,Spouse,3,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.633
I,TRUE,25,FALSE,FALSE,Q,Son/Daughter,0,FALSE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.161
D,TRUE,22,TRUE,TRUE,Q,Son/Daughter,1,TRUE,FALSE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.757
D,FALSE,28,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,TRUE,FALSE,other,other,TRUE,FALSE,TRUE,0,1,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.368
A,FALSE,30,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.507
A,FALSE,66,FALSE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.982
J,FALSE,37,FALSE,TRUE,X,Head,1,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.715
C,TRUE,51,FALSE,TRUE,P,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.99
J,FALSE,28,FALSE,TRUE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.772
G,TRUE,27,TRUE,TRUE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,TRUE,TRUE,FALSE,2,2,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.216
I,FALSE,22,TRUE,TRUE,Q,Spouse,1,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.886
G,FALSE,24,TRUE,FALSE,X,Spouse,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,TRUE,FALSE,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.355
D,TRUE,20,TRUE,FALSE,X,Son/Daughter,1,TRUE,TRUE,TRUE,FALSE,other,other,TRUE,TRUE,FALSE,2,2,TRUE,FALSE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.081
I,FALSE,27,FALSE,FALSE,Q,Son/Daughter,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.161
G,TRUE,30,TRUE,FALSE,X,Spouse,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,TRUE,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.743
A,FALSE,50,FALSE,TRUE,Q,Head,1,TRUE,TRUE,TRUE,FALSE,other,other,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.507
J,FALSE,26,FALSE,TRUE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,TRUE,FALSE,3,2,TRUE,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.95
F,FALSE,18,TRUE,TRUE,Q,Spouse,,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.925
D,TRUE,60,TRUE,FALSE,X,Head,2,TRUE,TRUE,TRUE,FALSE,unemployed,not_working,TRUE,FALSE,FALSE,1,2,TRUE,FALSE,TRUE,TRUE,18,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.456
J,FALSE,37,TRUE,FALSE,X,Head,1,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,TRUE,FALSE,FALSE,2,2,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.715
D,FALSE,32,FALSE,TRUE,X,Head,0,FALSE,FALSE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,TRUE,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.895
J,FALSE,27,FALSE,TRUE,X,Head,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.95
I,TRUE,30,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.031
J,TRUE,17,FALSE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.216
J,TRUE,29,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.826
J,FALSE,60,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.772
J,TRUE,40,FALSE,TRUE,X,Head,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,2,2,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.772
F,TRUE,19,FALSE,FALSE,Q,Son/Daughter,1,FALSE,TRUE,TRUE,FALSE,other,other,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.191
G,FALSE,34,TRUE,TRUE,X,Spouse,2,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.656
D,FALSE,18,TRUE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.95
G,TRUE,18,FALSE,FALSE,X,Head,3,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,TRUE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.339
G,FALSE,17,TRUE,FALSE,X,Head,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.98
C,FALSE,23,FALSE,TRUE,P,Head,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.282
C,TRUE,53,FALSE,FALSE,P,Head,2,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.664
C,FALSE,26,TRUE,TRUE,P,Son/Daughter,1,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.394
A,FALSE,60,TRUE,FALSE,Q,Head,,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.969
A,FALSE,46,FALSE,TRUE,Q,Head,0,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.879
F,FALSE,31,FALSE,FALSE,X,Son/Daughter,3,TRUE,TRUE,TRUE,FALSE,unemployed,not_working,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.492
C,FALSE,18,TRUE,TRUE,P,Head,0,FALSE,FALSE,FALSE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.664
J,FALSE,38,TRUE,TRUE,X,Spouse,1,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.216
C,FALSE,23,TRUE,TRUE,P,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.447
F,FALSE,25,TRUE,FALSE,Q,Other,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.492
D,FALSE,36,TRUE,TRUE,X,Spouse,1,TRUE,FALSE,TRUE,TRUE,employed,irregular_seasonal,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.999
D,TRUE,54,TRUE,TRUE,Q,Head,1,TRUE,TRUE,TRUE,FALSE,other,other,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.757
J,FALSE,21,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.453
G,FALSE,19,FALSE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.241
D,FALSE,19,TRUE,FALSE,Q,Son/Daughter,1,TRUE,TRUE,TRUE,FALSE,unemployed,not_working,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.967
F,TRUE,19,FALSE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,TRUE,FALSE,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0
A,FALSE,20,TRUE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.843
I,TRUE,35,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.268
G,FALSE,25,FALSE,FALSE,X,Head,1,FALSE,TRUE,TRUE,FALSE,other,other,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.42
J,TRUE,41,TRUE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.027
G,TRUE,25,TRUE,FALSE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.355
G,TRUE,25,FALSE,FALSE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,TRUE,FALSE,3,2,TRUE,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.768
J,TRUE,26,TRUE,FALSE,X,Head,1,TRUE,TRUE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.216
